		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
36	7	49.2252	-0.367935	-359.103	-22760.7	-31048.8	1060.38	145.538	317.382	0	-0.189748	-7.51121	-469.423	-7214.42	30145.1	-144.835	-167.783	269.369	0	49.0355	-7.87914	-828.526	-240840	-27748.7	-9913.74	-31.9822	290.179	0
36	8	49.2803	-0.367494	-359.467	-22714.1	-31027.8	1058.46	145.684	317.188	0	-0.190639	-7.5894	-470.154	-7189.57	30138.7	-145.271	-167.896	269.292	0	49.0896	-7.9569	-829.622	-241051	-27820.1	-9911.78	-32.0248	290.045	0
36	9	49.2362	-0.367787	-359.468	-22732.7	-31040	1051.7	145.65	317.24	0	-0.191138	-7.6659	-469.465	-7188.27	30131.3	-145.354	-167.818	269.312	0	49.045	-8.03369	-828.933	-240896	-27678.9	-9889.76	-31.8818	290.096	0
37	0	49.3691	-0.367385	-359.238	-22732.6	-31026.8	1062.64	145.632	317.28	0	-0.191202	-7.67663	-469.692	-7170.2	30094.8	-145.453	-167.926	269.266	0	49.1779	-8.04401	-828.93	-240878	-27813.8	-9910.16	-32.0381	290.074	0
37	1	49.3029	-0.367727	-359.422	-22755.7	-31005.4	1042.58	145.735	317.312	0	-0.190944	-7.62134	-469.419	-7177.11	30126.4	-145.161	-167.822	269.289	0	49.112	-7.98907	-828.841	-240883	-27652.5	-9925.94	-31.8498	290.114	0
37	2	49.325	-0.36786	-359.56	-22756.4	-31034.4	1069.54	145.688	317.29	0	-0.190818	-7.59959	-469.832	-7171.5	30118.7	-145.196	-167.895	269.264	0	49.1342	-7.96744	-829.392	-241017	-27753.1	-9909.69	-31.9497	290.084	0
37	3	49.2808	-0.367862	-359.56	-22751.2	-31027.8	1042.67	145.706	317.275	0	-0.190209	-7.48827	-469.331	-7166.87	30135.2	-144.628	-167.791	269.27	0	49.0905	-7.85613	-828.89	-240875	-27612.8	-9950.51	-31.801	290.094	0
37	4	49.2362	-0.367811	-359.194	-22746.7	-31044.6	1058.22	145.571	317.327	0	-0.190913	-7.55535	-469.559	-7164.82	30159.5	-144.902	-167.771	269.259	0	49.0453	-7.92316	-828.753	-240836	-27740.7	-9908.28	-31.9635	290.092	0
37	5	49.302	-0.366923	-359.419	-22657.7	-31033.3	1040.59	145.657	317.04	0	-0.190656	-7.59815	-469.189	-7162.42	30083.4	-145.025	-167.882	269.266	0	49.1114	-7.96507	-828.608	-240710	-27671	-9932.8	-31.8805	289.988	0
37	6	49.2581	-0.367617	-359.377	-22723.6	-31036.2	1067.38	145.639	317.231	0	-0.192206	-7.68741	-469.189	-7137.77	30153.4	-145.213	-167.733	269.213	0	49.0659	-8.05503	-828.566	-240744	-27611.8	-9874.26	-31.8132	290.04	0
37	7	49.247	-0.36757	-359.377	-22732.7	-30989	1065.2	145.77	317.256	0	-0.191031	-7.67599	-469.051	-7184.27	30101.6	-145.294	-167.824	269.317	0	49.0559	-8.04356	-828.427	-240764	-27584.1	-9876.6	-31.7852	290.113	0
37	8	49.2024	-0.36759	-360.017	-22672.5	-31052.6	1054.48	145.747	316.976	0	-0.191555	-7.66576	-469.465	-7164.88	30140.5	-145.29	-167.798	269.262	0	49.0108	-8.03335	-829.482	-240952	-27553.5	-9878.2	-31.7113	289.971	0
37	9	49.4023	-0.367226	-359.512	-22704.6	-31042.3	1049.33	145.654	317.154	0	-0.190926	-7.54369	-469.512	-7145.81	30135.9	-144.829	-167.814	269.22	0	49.2114	-7.91091	-829.024	-240843	-27684.9	-9961.88	-31.8767	290.007	0
38	0	49.247	-0.367486	-359.696	-22704.5	-31003	1042.98	145.808	317.121	0	-0.191007	-7.49809	-468.962	-7111.41	30124.2	-144.443	-167.764	269.164	0	49.0559	-7.86558	-828.658	-240714	-27481.1	-9938.86	-31.6518	289.981	0
38	1	49.3244	-0.367354	-359.559	-22700.4	-31034.3	1074.21	145.688	317.134	0	-0.192012	-7.59861	-469.602	-7096.77	30131.5	-144.942	-167.836	269.112	0	49.1324	-7.96596	-829.161	-240827	-27687.5	-9904.42	-31.879	289.937	0
38	2	49.2021	-0.367096	-359.649	-22653.1	-31005.7	1043.17	145.789	316.987	0	-0.192934	-7.8311	-469.642	-7125.35	30090	-145.893	-167.93	269.172	0	49.0091	-8.1982	-829.291	-240852	-27683.2	-9851.54	-31.8755	289.908	0
38	3	49.2912	-0.367257	-359.466	-22704.3	-30990.8	1045.06	145.787	317.161	0	-0.191495	-7.66406	-469.232	-7127.93	30064.8	-145.213	-167.928	269.191	0	49.0998	-8.03132	-828.698	-240748	-27645.5	-9910.47	-31.847	289.999	0
38	4	49.2244	-0.367413	-359.742	-22677	-31034.8	1061.05	145.73	317.037	0	-0.191378	-7.57652	-469.648	-7119.27	30113.1	-144.947	-167.882	269.159	0	49.0331	-7.94394	-829.39	-240884	-27670	-9897.43	-31.8546	289.926	0
38	5	49.3464	-0.36714	-359.878	-22681.5	-30993.2	1061.02	145.879	317.026	0	-0.191609	-7.54219	-469.143	-7085.29	30110.9	-144.606	-167.817	269.103	0	49.1548	-7.90933	-829.022	-240759	-27488.4	-9935.9	-31.6419	289.906	0
38	6	49.3251	-0.367628	-359.65	-22727.7	-31039	1029.23	145.696	317.194	0	-0.190856	-7.49874	-469.146	-7129.99	30139	-144.525	-167.758	269.198	0	49.1342	-7.86636	-828.796	-240791	-27558.9	-9972.48	-31.7367	290.025	0
38	7	49.2467	-0.367494	-359.651	-22700.5	-31017	1074.4	145.758	317.118	0	-0.192468	-7.63085	-468.913	-7084.22	30138	-144.826	-167.728	269.108	0	49.0542	-7.99834	-828.564	-240665	-27480.4	-9876.86	-31.6546	289.947	0
38	8	49.313	-0.367025	-359.649	-22662.9	-31019.8	1067.68	145.75	317.014	0	-0.192824	-7.69793	-469.325	-7091.61	30135.1	-145.202	-167.79	269.11	0	49.1201	-8.06495	-828.974	-240742	-27584	-9885.18	-31.7614	289.893	0
38	9	49.3464	-0.367159	-359.604	-22686.3	-31021.2	1072.03	145.735	317.087	0	-0.194248	-7.8076	-469.183	-7035.68	30111.1	-145.45	-167.822	268.996	0	49.1522	-8.17475	-828.787	-240667	-27588.8	-9864.04	-31.7723	289.862	0
39	0	49.4022	-0.367301	-359.833	-22709.5	-31004.9	1060.81	145.835	317.111	0	-0.192908	-7.70824	-469.46	-7064.29	30084.3	-145.268	-167.917	269.048	0	49.2093	-8.07554	-829.292	-240842	-27612.5	-9912.49	-31.7791	289.903	0
39	1	49.3133	-0.367215	-359.969	-22667.3	-31029.2	1036.38	145.8	316.97	0	-0.192075	-7.69751	-469.552	-7105.92	30066.1	-145.371	-167.969	269.133	0	49.1212	-8.06473	-829.521	-240899	-27640.5	-9917.07	-31.809	289.892	0
39	2	49.4021	-0.367239	-360.015	-22686.2	-31028.3	1051.96	145.814	317.015	0	-0.19101	-7.47508	-469.006	-7078	30082.3	-144.341	-167.86	269.092	0	49.2111	-7.84232	-829.021	-240754	-27491.4	-9974.48	-31.6421	289.903	0
39	3	49.3355	-0.367247	-359.787	-22695.5	-30992.7	1060.94	145.858	317.08	0	-0.191803	-7.58585	-468.867	-7082.6	30091.1	-144.698	-167.822	269.106	0	49.1437	-7.95309	-828.654	-240679	-27464.7	-9923.22	-31.6273	289.936	0
39	4	49.3242	-0.367014	-359.74	-22667.3	-31001.6	1052.01	145.822	317.01	0	-0.192771	-7.63038	-469.049	-7051.63	30115.2	-144.812	-167.795	269.034	0	49.1314	-7.99739	-828.79	-240656	-27501.9	-9918.86	-31.668	289.858	0
39	5	49.3794	-0.366455	-359.143	-22625	-31064.6	1049.35	145.504	316.997	0	-0.193623	-7.74156	-469.642	-7037.59	30094.3	-145.367	-167.921	268.985	0	49.1858	-8.10801	-828.786	-240604	-27862.9	-9910.2	-32.1024	289.79	0
39	6	49.313	-0.366777	-359.602	-22648.2	-30996.4	1038.53	145.804	316.981	0	-0.194029	-7.7963	-469.32	-7030.66	30083.7	-145.466	-167.899	268.981	0	49.1189	-8.16307	-828.922	-240657	-27621.8	-9891.62	-31.809	289.804	0
39	7	49.4343	-0.366128	-359.738	-22601.8	-30978.1	1058.85	145.887	316.829	0	-0.192579	-7.62978	-469.322	-7033.2	30055.6	-144.908	-167.96	268.986	0	49.2418	-7.99591	-829.06	-240641	-27606.2	-9940.12	-31.7783	289.745	0
39	8	49.5017	-0.366614	-359.875	-22648.4	-31023.1	1042.88	145.795	316.934	0	-0.192318	-7.64053	-468.864	-7057.06	30058.5	-144.868	-167.891	269.051	0	49.3093	-8.00715	-828.739	-240631	-27514	-9970.87	-31.6746	289.844	0
39	9	49.4127	-0.366506	-359.555	-22638.9	-31005.2	1045.12	145.768	316.964	0	-0.192955	-7.61857	-469.048	-7018.62	30087.1	-144.724	-167.855	268.964	0	49.2197	-7.98508	-828.603	-240547	-27580.2	-9950.73	-31.7649	289.792	0
40	0	49.368	-0.366338	-359.509	-22611.1	-31008	1056.48	145.749	316.894	0	-0.193069	-7.68484	-469.137	-7026.21	30054.8	-145.037	-167.936	268.977	0	49.1749	-8.05118	-828.647	-240541	-27644.3	-9913	-31.8433	289.766	0
40	1	49.4791	-0.366359	-359.784	-22639.1	-30966	1056.48	145.932	316.924	0	-0.193583	-7.72866	-468.724	-7018.72	30067.2	-145.046	-167.853	268.974	0	49.2855	-8.09502	-828.508	-240528	-27436.2	-9931.07	-31.5905	289.797	0
40	2	49.4013	-0.366282	-359.829	-22592.4	-31023.4	1040.92	145.783	316.787	0	-0.193905	-7.77272	-469.088	-6997.37	30026.6	-145.3	-167.989	268.917	0	49.2074	-8.139	-828.917	-240566	-27604	-9916.86	-31.7824	289.697	0
40	3	49.4787	-0.36618	-360.058	-22602.1	-30975.3	1065.73	145.971	316.773	0	-0.193276	-7.72985	-469.138	-7051.24	30087.6	-145.221	-167.866	269.03	0	49.2854	-8.09603	-829.196	-240698	-27456.7	-9921.66	-31.59	289.762	0
40	4	49.5235	-0.366338	-360.149	-22625.2	-30977.2	1049.92	145.988	316.822	0	-0.193069	-7.68397	-468.724	-7017.01	30039.1	-144.912	-167.913	268.97	0	49.3304	-8.05031	-828.873	-240603	-27392.7	-9959.18	-31.5217	289.762	0
40	5	49.3784	-0.36587	-359.874	-22555.2	-30975.7	1061.4	145.926	316.675	0	-0.193202	-7.67273	-468.724	-7002.54	30039.1	-144.839	-167.913	268.94	0	49.1852	-8.0386	-828.598	-240449	-27448.5	-9913.17	-31.6073	289.672	0
40	6	49.401	-0.366348	-360.013	-22588.4	-31023.5	1072.5	145.827	316.743	0	-0.193447	-7.62954	-469.185	-6991.05	30087.5	-144.738	-167.873	268.9	0	49.2075	-7.99589	-829.198	-240621	-27522.7	-9917.7	-31.6737	289.672	0
40	7	49.4225	-0.36542	-359.553	-22531.7	-30972.8	1065.73	145.857	316.666	0	-0.194192	-7.81695	-469.133	-6994.59	30017.5	-145.474	-168.015	268.91	0	49.2283	-8.18237	-828.685	-240445	-27637.7	-9887.17	-31.831	289.63	0
40	8	49.4226	-0.365482	-359.507	-22541	-30972.8	1063.43	145.846	316.7	0	-0.193977	-7.82783	-469.086	-7004.49	29998.7	-145.542	-168.049	268.932	0	49.2286	-8.19331	-828.593	-240442	-27656.4	-9887.13	-31.857	289.657	0
40	9	49.4337	-0.365733	-359.829	-22555.5	-30968.7	1081.54	145.935	316.684	0	-0.193883	-7.80622	-468.951	-7022.05	30040.2	-145.423	-167.942	268.974	0	49.2398	-8.17195	-828.78	-240520	-27505.7	-9876.78	-31.6669	289.688	0
41	0	49.4779	-0.365262	-359.461	-22531.6	-30970.5	1067.85	145.842	316.682	0	-0.193706	-7.63897	-468.815	-6949.8	30034.6	-144.628	-167.935	268.824	0	49.2842	-8.00424	-828.276	-240289	-27569.1	-9939.32	-31.7601	289.594	0
41	1	49.4007	-0.36615	-359.967	-22569.9	-31018.8	1081.53	145.829	316.7	0	-0.193359	-7.65022	-468.587	-6982.94	30043.1	-144.67	-167.886	268.902	0	49.2074	-8.01637	-828.554	-240431	-27435.5	-9903.76	-31.5917	289.668	0
41	2	49.5223	-0.36536	-359.507	-22541.4	-30991.1	1085.73	145.796	316.701	0	-0.194418	-7.7163	-468.859	-6934.4	30025.5	-144.891	-167.961	268.79	0	49.3279	-8.08166	-828.366	-240309	-27600.1	-9915.05	-31.7918	289.583	0
41	3	49.5108	-0.365041	-359.644	-22513.3	-30943.8	1090.49	145.96	316.599	0	-0.19383	-7.67148	-468.858	-6932.74	29988.1	-144.766	-168.04	268.786	0	49.3169	-8.03652	-828.502	-240312	-27557.9	-9917.61	-31.7362	289.541	0
41	4	49.5445	-0.365234	-359.643	-22541	-30949.9	1072.37	145.943	316.676	0	-0.195413	-7.91585	-468.901	-6956.79	30011.9	-145.68	-167.995	268.836	0	49.3491	-8.28108	-828.544	-240385	-27551.4	-9888.67	-31.7251	289.602	0
41	5	49.4665	-0.365077	-359.644	-22517.6	-30918.5	1074.85	146.03	316.611	0	-0.194644	-7.77174	-469.04	-6936.77	30007.6	-145.164	-168.023	268.789	0	49.2718	-8.13682	-828.684	-240371	-27553	-9899.13	-31.7262	289.544	0
41	6	49.4776	-0.365306	-360.101	-22499.6	-30984.6	1077.29	145.956	316.481	0	-0.194362	-7.7498	-468.767	-6959.1	30034.5	-145.031	-167.929	268.846	0	49.2833	-8.11511	-828.869	-240422	-27423.6	-9904.56	-31.5617	289.541	0
41	7	49.5889	-0.365204	-359.826	-22541.1	-30942.5	1072.43	146.007	316.644	0	-0.195065	-7.78373	-469.18	-6941.63	30059.5	-145.203	-167.932	268.795	0	49.3938	-8.14893	-829.006	-240482	-27520.1	-9929.88	-31.668	289.564	0
41	8	49.5887	-0.365132	-360.009	-22527.2	-30933.1	1077.1	146.077	316.574	0	-0.194294	-7.70483	-468.63	-6934	30019.9	-144.79	-167.941	268.796	0	49.3944	-8.06996	-828.639	-240364	-27381.5	-9943.08	-31.5134	289.554	0
41	9	49.5442	-0.365072	-359.826	-22504	-30978	1079.29	145.908	316.541	0	-0.194448	-7.76113	-469.179	-6950.25	30017.5	-145.186	-168.021	268.814	0	49.3497	-8.1262	-829.005	-240452	-27595.5	-9916.97	-31.7613	289.53	0
42	0	49.5103	-0.364459	-359.413	-22461.5	-30943.7	1077.04	145.905	316.495	0	-0.194971	-7.8061	-469.134	-6961.22	30064.1	-145.31	-167.916	268.839	0	49.3154	-8.17056	-828.547	-240306	-27598.6	-9900.12	-31.7845	289.511	0
42	1	49.5547	-0.364727	-359.643	-22471.8	-30987.7	1108.46	145.837	316.484	0	-0.195373	-7.8275	-469.223	-6924.96	30027	-145.368	-168.007	268.758	0	49.3593	-8.19223	-828.866	-240362	-27648.9	-9875.08	-31.8307	289.466	0
42	2	49.5996	-0.365007	-360.054	-22508.6	-30947.6	1077.14	146.047	316.515	0	-0.195557	-7.83781	-468.993	-6906.88	30007.4	-145.318	-168.017	268.727	0	49.4041	-8.20282	-829.047	-240428	-27481.9	-9915.42	-31.6193	289.481	0
42	3	49.4439	-0.364993	-360.238	-22453.1	-30978.4	1082.07	146.006	316.328	0	-0.194331	-7.70572	-469.134	-6938.54	30031.3	-144.934	-167.986	268.79	0	49.2495	-8.07071	-829.372	-240480	-27471.9	-9901.17	-31.6035	289.438	0
42	4	49.5219	-0.365204	-359.69	-22509.2	-31005.1	1101.64	145.8	316.579	0	-0.194178	-7.61638	-468.723	-6911.5	30043.4	-144.424	-167.904	268.745	0	49.3277	-7.98158	-828.413	-240262	-27522.6	-9921.58	-31.6961	289.515	0
42	5	49.5437	-0.364582	-359.87	-22466.3	-30926.5	1072.78	146.062	316.429	0	-0.194436	-7.64967	-468.951	-6903.58	30030.4	-144.603	-167.963	268.721	0	49.3493	-8.01425	-828.822	-240316	-27468.5	-9948.29	-31.6146	289.436	0
42	6	49.5658	-0.364584	-359.916	-22452.9	-30969.5	1090.72	145.954	316.384	0	-0.195994	-7.85925	-468.945	-6875.24	29983.8	-145.334	-168.061	268.661	0	49.3698	-8.22384	-828.861	-240294	-27546.9	-9888.1	-31.7065	289.384	0
42	7	49.5654	-0.364092	-359.869	-22415	-30932	1077.4	146.047	316.287	0	-0.196654	-7.83711	-468.717	-6846.09	30034.1	-145.07	-167.923	268.606	0	49.3687	-8.2012	-828.586	-240156	-27417.7	-9905.87	-31.5606	289.315	0
42	8	49.6208	-0.364077	-359.915	-22415.3	-30953.1	1086.3	145.999	316.279	0	-0.196467	-7.87072	-468.991	-6866.2	30016.6	-145.332	-167.998	268.64	0	49.4244	-8.23479	-828.906	-240259	-27511.2	-9903.66	-31.659	289.325	0
42	9	49.5212	-0.364515	-360.099	-22434.2	-30948.9	1086.49	146.055	316.3	0	-0.194071	-7.66027	-468.995	-6908.93	29983.9	-144.715	-168.068	268.731	0	49.3271	-8.02479	-829.095	-240359	-27493.5	-9926.6	-31.6356	289.392	0
43	0	49.5323	-0.364632	-360.237	-22443.7	-30944.7	1093.28	146.099	316.303	0	-0.195171	-7.72686	-468.492	-6902.11	30051.9	-144.722	-167.854	268.733	0	49.3371	-8.09149	-828.729	-240272	-27274	-9907.09	-31.383	289.411	0
43	1	49.6096	-0.363914	-359.686	-22410.6	-30938.5	1095.21	145.985	316.306	0	-0.195387	-7.79294	-468.809	-6891.1	29997.2	-145.081	-168.014	268.699	0	49.4142	-8.15685	-828.495	-240171	-27526.8	-9909.74	-31.6936	289.367	0
43	2	49.6099	-0.363989	-359.502	-22419.5	-30966.6	1072.55	145.863	316.363	0	-0.195691	-7.74766	-468.351	-6851.93	30004.5	-144.691	-167.936	268.63	0	49.4142	-8.11165	-827.853	-239976	-27484.7	-9942.46	-31.6663	289.358	0
43	3	49.6095	-0.363866	-360.005	-22382.5	-30961.9	1079.71	145.996	316.173	0	-0.196909	-7.89241	-468.762	-6848.46	30020.3	-145.3	-167.958	268.61	0	49.4126	-8.25628	-828.767	-240174	-27441.9	-9902.18	-31.5807	289.271	0
43	4	49.4876	-0.364334	-359.962	-22424.8	-30914.7	1097.78	146.117	316.298	0	-0.197506	-8.00266	-468.347	-6857.84	30014.1	-145.604	-167.915	268.643	0	49.2901	-8.36699	-828.309	-240114	-27310	-9828.01	-31.4446	289.352	0
43	5	49.5874	-0.36408	-359.961	-22406.1	-30951.7	1093.15	146.014	316.246	0	-0.195961	-7.89236	-468.898	-6886.04	29969.7	-145.478	-168.085	268.686	0	49.3914	-8.25644	-828.859	-240259	-27523.1	-9883.61	-31.6766	289.34	0
43	6	49.5764	-0.3642	-360.236	-22415.4	-30918.5	1088.86	146.171	316.224	0	-0.197028	-7.83661	-468.99	-6804.19	30002.4	-145.083	-168.028	268.508	0	49.3793	-8.20081	-829.226	-240277	-27414.1	-9897.27	-31.532	289.237	0
43	7	49.5986	-0.364136	-360.006	-22410.8	-30956.8	1090.89	146.01	316.251	0	-0.19532	-7.7148	-469.084	-6841.29	29965.5	-144.799	-168.119	268.584	0	49.4033	-8.07894	-829.091	-240270	-27565.1	-9929.04	-31.7183	289.282	0
43	8	49.521	-0.364511	-360.055	-22443.9	-30920.9	1113.45	146.122	316.335	0	-0.196616	-7.82597	-468.763	-6840.98	30029.6	-145.036	-167.939	268.594	0	49.3243	-8.19049	-828.818	-240238	-27376.6	-9861.16	-31.5047	289.333	0
43	9	49.4648	-0.363713	-359.274	-22378	-30932.3	1111.01	145.903	316.287	0	-0.197227	-7.86936	-468.76	-6800.99	29992.2	-145.138	-168.018	268.508	0	49.2676	-8.23308	-828.034	-239935	-27603.2	-9839.11	-31.8113	289.239	0
44	0	49.5645	-0.363529	-360.097	-22345.4	-30917.9	1098	146.14	316.054	0	-0.197084	-7.94734	-468.988	-6836.98	29969.9	-145.587	-168.097	268.578	0	49.3674	-8.31087	-829.084	-240209	-27477	-9859.97	-31.614	289.198	0
44	1	49.6086	-0.363392	-359.823	-22350.5	-30919.8	1129.22	146.069	316.115	0	-0.198032	-7.92531	-468.989	-6789.12	30021.1	-145.345	-167.988	268.476	0	49.4106	-8.2887	-828.811	-240095	-27493.5	-9844.53	-31.642	289.158	0
44	2	49.6314	-0.363552	-359.868	-22391.5	-30869.3	1086.49	146.22	316.221	0	-0.196401	-7.80373	-469.037	-6830.81	30002.6	-145.04	-168.034	268.563	0	49.435	-8.16728	-828.905	-240197	-27463.3	-9921.17	-31.6008	289.254	0
44	3	49.6092	-0.363419	-359.501	-22372.7	-30919.7	1079.52	145.993	316.233	0	-0.196413	-7.78101	-469.037	-6806.65	29979.2	-144.928	-168.083	268.512	0	49.4128	-8.14442	-828.537	-240059	-27621	-9927.56	-31.8064	289.218	0
44	4	49.5313	-0.363703	-360.052	-22359.6	-30916.5	1104.72	146.133	316.101	0	-0.196886	-7.71347	-468.624	-6747.85	29991.3	-144.422	-168.001	268.399	0	49.3344	-8.07718	-828.676	-240020	-27379.7	-9897.52	-31.513	289.125	0
44	5	49.6197	-0.363141	-359.821	-22331.4	-30906.2	1111.31	146.107	316.062	0	-0.197873	-7.84573	-468.529	-6730.21	29963	-144.856	-168.049	268.365	0	49.4218	-8.20887	-828.35	-239897	-27433	-9883.04	-31.5849	289.084	0
44	6	49.6749	-0.362852	-359.637	-22317.4	-30913.1	1122.4	146.044	316.055	0	-0.198968	-8.01303	-468.939	-6750.97	29988.2	-145.591	-168.051	268.396	0	49.4759	-8.37588	-828.577	-239968	-27554.2	-9847.92	-31.7206	289.082	0
44	7	49.4751	-0.363213	-360.188	-22294.2	-30895.4	1105.12	146.224	315.896	0	-0.199359	-8.03512	-469.076	-6733.22	29984.1	-145.672	-168.078	268.354	0	49.2758	-8.39834	-829.264	-240103	-27435.5	-9809.37	-31.5621	289.004	0
44	8	49.6748	-0.362751	-359.957	-22298.5	-30894.4	1104.7	146.172	315.948	0	-0.198927	-7.90171	-468.849	-6704.3	29996.9	-145.052	-168.02	268.3	0	49.4759	-8.26446	-828.806	-239956	-27432	-9890.65	-31.5641	288.994	0
44	9	49.5638	-0.363005	-360.142	-22294.2	-30889.8	1113.97	146.229	315.904	0	-0.19705	-7.86826	-468.757	-6777.96	29926.8	-145.149	-168.157	268.459	0	49.3667	-8.23127	-828.899	-240048	-27428.7	-9861.46	-31.5622	289.073	0
45	0	49.619	-0.362682	-359.82	-22284.9	-30892.1	1124.97	146.146	315.933	0	-0.196609	-7.7127	-468.257	-6752.7	29966.5	-144.352	-168.004	268.421	0	49.4224	-8.07539	-828.077	-239798	-27353.1	-9899.53	-31.4981	289.066	0
45	1	49.5973	-0.362859	-359.912	-22302.9	-30877.1	1089.07	146.209	315.968	0	-0.198815	-7.87946	-468.987	-6694.08	29983.4	-145.002	-168.068	268.274	0	49.3985	-8.24231	-828.898	-239973	-27466.8	-9891.68	-31.6071	288.983	0
45	2	49.6413	-0.362713	-360.232	-22275.5	-30888.4	1109.49	146.254	315.836	0	-0.198712	-7.92367	-468.757	-6719.33	29977.9	-145.159	-168.048	268.334	0	49.4426	-8.28638	-828.988	-239996	-27358.4	-9872.43	-31.4699	288.976	0
45	3	49.5969	-0.362696	-360.186	-22270.6	-30877.1	1102.81	146.275	315.831	0	-0.19947	-8.0664	-468.568	-6702.35	29911.9	-145.645	-168.163	268.304	0	49.3974	-8.42909	-828.754	-239921	-27378.3	-9835.28	-31.5048	288.96	0
45	4	49.6301	-0.362697	-359.775	-22303.5	-30855.1	1133.92	146.238	315.993	0	-0.198491	-7.95624	-469.028	-6711.7	29904.4	-145.412	-168.242	268.31	0	49.4316	-8.31894	-828.804	-239970	-27566.6	-9837.97	-31.7295	289.009	0
45	5	49.7184	-0.361978	-359.727	-22251.8	-30840.1	1127.22	146.268	315.858	0	-0.19835	-7.9233	-468.801	-6724.18	29940.8	-145.22	-168.133	268.343	0	49.52	-8.28528	-828.528	-239860	-27478.1	-9874.37	-31.6279	288.973	0
45	6	49.6411	-0.362509	-360.048	-22266.1	-30874.3	1120.67	146.25	315.842	0	-0.198145	-7.85644	-468.619	-6707.4	29944.6	-144.887	-168.1	268.313	0	49.4429	-8.21895	-828.668	-239890	-27388.5	-9876.47	-31.5181	288.964	0
45	7	49.7074	-0.362011	-359.863	-22237.7	-30867.7	1111.58	146.224	315.795	0	-0.198288	-7.89049	-468.94	-6722.68	29960	-145.119	-168.111	268.336	0	49.5091	-8.2525	-828.804	-239913	-27486.2	-9894.68	-31.6281	288.942	0
45	8	49.6846	-0.361463	-359.45	-22186.2	-30885.3	1115.99	146.076	315.723	0	-0.2004	-8.02281	-468.754	-6658.09	29987.2	-145.361	-168.028	268.204	0	49.4842	-8.38428	-828.204	-239650	-27528.6	-9853.64	-31.703	288.828	0
45	9	49.7403	-0.361819	-360.138	-22200.9	-30892.5	1125.25	146.22	315.646	0	-0.199434	-8.03342	-468.432	-6705.49	29944	-145.462	-168.076	268.315	0	49.5409	-8.39524	-828.57	-239806	-27348	-9856.51	-31.4672	288.887	0
46	0	49.6071	-0.361951	-360.139	-22205.3	-30840.1	1116.53	146.366	315.658	0	-0.199421	-7.99985	-468.798	-6671.55	29908.1	-145.406	-168.203	268.231	0	49.4077	-8.3618	-828.936	-239868	-27409.4	-9839.07	-31.5355	288.836	0
46	1	49.6735	-0.361646	-359.68	-22214.5	-30819.4	1134.15	146.314	315.762	0	-0.200382	-7.98907	-469.119	-6619.52	29941.9	-145.304	-168.174	268.111	0	49.4731	-8.35071	-828.799	-239789	-27538.1	-9840.39	-31.6932	288.79	0
46	2	49.7075	-0.362378	-360.231	-22252.4	-30886.5	1129.7	146.259	315.773	0	-0.19908	-7.86699	-468.755	-6647.17	29940.4	-144.83	-168.128	268.181	0	49.5084	-8.22936	-828.986	-239897	-27396.8	-9881.59	-31.5128	288.861	0
46	3	49.6075	-0.362243	-359.911	-22251.8	-30830.7	1116.26	146.338	315.826	0	-0.199254	-7.91097	-468.753	-6644.47	29917.1	-145.005	-168.177	268.175	0	49.4083	-8.27321	-828.664	-239814	-27433.8	-9859.58	-31.5752	288.871	0
46	4	49.6292	-0.361799	-359.727	-22205.4	-30859.7	1134.2	146.214	315.728	0	-0.19992	-7.94496	-468.892	-6640.94	29964.3	-145.107	-168.096	268.163	0	49.4292	-8.30676	-828.618	-239754	-27491	-9839.17	-31.6451	288.813	0
46	5	49.629	-0.361664	-359.772	-22182	-30878.3	1129.77	146.172	315.656	0	-0.20028	-8.01033	-468.613	-6625.28	29921.2	-145.271	-168.15	268.138	0	49.4288	-8.37199	-828.385	-239659	-27478.3	-9828.58	-31.638	288.775	0
46	6	49.6515	-0.361828	-360.001	-22200.6	-30860.6	1120.86	146.276	315.668	0	-0.200056	-8.03296	-468.797	-6649.55	29917.4	-145.464	-168.183	268.184	0	49.4514	-8.39479	-828.798	-239807	-27454.4	-9838.27	-31.5927	288.81	0
46	7	49.6622	-0.361771	-360.139	-22201.1	-30823.7	1147.96	146.412	315.646	0	-0.200163	-8.02184	-469.163	-6625.79	29895.4	-145.497	-168.279	268.123	0	49.4621	-8.38361	-829.301	-239911	-27492	-9816.46	-31.6191	288.76	0
46	8	49.6398	-0.361642	-360.093	-22182.5	-30827.4	1154.75	146.39	315.602	0	-0.200347	-7.9551	-468.844	-6599.55	29931.3	-145.07	-168.159	268.076	0	49.4395	-8.31674	-828.937	-239771	-27396.1	-9818.81	-31.5178	288.722	0
